ortholog	gene	phenotype	taxon
Plekha5	['PLEKHA5', 'pleckstrin homology domain containing A5']	abnormal secondary sex determination	Mus musculus
Plekha5	['PLEKHA5', 'pleckstrin homology domain containing A5']	abnormal spermiation	Mus musculus
Plekha5	['PLEKHA5', 'pleckstrin homology domain containing A5']	decreased litter size	Mus musculus
Plekha5	['PLEKHA5', 'pleckstrin homology domain containing A5']	reduced male fertility	Mus musculus
Plekha5	['PLEKHA5', 'pleckstrin homology domain containing A5']	Oligospermia	Mus musculus
Aebp2	AEBP2	embryonic lethality, complete penetrance	Mus musculus
Aebp2	AEBP2	decreased startle reflex	Mus musculus
Aebp2	AEBP2	abnormal intestinal peristalsis	Mus musculus
Aebp2	AEBP2	abnormal defecation	Mus musculus
Aebp2	AEBP2	non-pigmented tail tip	Mus musculus
Aebp2	AEBP2	Hypopigmentation of the skin	Mus musculus
Aebp2	AEBP2	Abdominal distention	Mus musculus
Aebp2	AEBP2	Aganglionic megacolon	Mus musculus
Stk38l	['STK38L', 'serine/threonine kinase 38 like']	abnormal Purkinje cell dendrite morphology	Mus musculus
Dennd5b	DENND5B	immune system phenotype	Mus musculus
Far2	FAR2	shortened RR interval	Mus musculus
Far2	FAR2	abnormal coat appearance	Mus musculus
Far2	FAR2	abnormal sleep behavior	Mus musculus
Far2	FAR2	cardiovascular system phenotype	Mus musculus
Far2	FAR2	Hypoalphalipoproteinemia	Mus musculus
Far2	FAR2	Hypocholesterolemia	Mus musculus
Far2	FAR2	Tachycardia	Mus musculus
Nell2	['NELL2', 'neural EGFL like 2']	enhanced long term potentiation	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	cell-cell junction assembly phenotype	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	vasculogenesis phenotype	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	embryonic lethality, complete penetrance	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	dilated dorsal aorta	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	abnormal vascular smooth muscle morphology	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	abnormal vascular endothelial cell morphology	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	Abnormality of the cardiovascular system	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	Internal hemorrhage	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	Edema	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	thin ventricular wall	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	abnormal vasculogenesis	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	dilated heart atrium	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	abnormal dorsal aorta morphology	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	abnormal cardinal vein morphology	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	Abnormality of the aortic arch	Mus musculus
Hdac7	['HDAC7', 'histone deacetylase 7']	Pericardial effusion	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal sleep behavior	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	decreased heart rate variability	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	increased fasted circulating glucose level	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	cardiovascular system phenotype	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal long term object recognition memory	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal spatial reference memory	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal long term potentiation	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal CNS synaptic transmission	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal spatial working memory	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	nonconvulsive seizures	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	increased susceptibility to pharmacologically induced seizures	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal single cell response	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	decreased single cell response threshold	Mus musculus
Kcnh3	['KCNH3', 'potassium channel, voltage gated eag related subfamily H, member 3']	abnormal spike wave discharge	Mus musculus
Csrnp2	CSRNP2	postnatal lethality, incomplete penetrance	Mus musculus
Csrnp2	CSRNP2	postnatal lethality	Mus musculus
Slc4a8	['SLC4A8', 'solute carrier family 4, sodium bicarbonate cotransporter, member 8']	abnormal physiological response to xenobiotic	Mus musculus
Slc4a8	['SLC4A8', 'solute carrier family 4, sodium bicarbonate cotransporter, member 8']	Abnormal renal physiology	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	reduced long term potentiation	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	abnormal excitatory postsynaptic potential	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	abnormal neuron proliferation	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	abnormal neuron differentiation	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	decreased chemically-elicited antinociception	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	impaired behavioral response to morphine	Mus musculus
Grasp	['GRASP', 'GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein']	impaired conditioned place preference behavior	Mus musculus
Spryd3	SPRYD3	Hyperactivity	Mus musculus
Spryd3	SPRYD3	Behavioral abnormality	Mus musculus
Spryd3	SPRYD3	Decreased body weight	Mus musculus
Spryd3	SPRYD3	Elevated tissue non-specific alkaline phosphatase	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	increased anxiety-related response	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	increased startle reflex	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	decreased prepulse inhibition	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	embryonic growth arrest	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	embryonic growth retardation	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	abnormal common myeloid progenitor cell morphology	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	Anemia	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	decreased cell proliferation	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	liver hypoplasia	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	increased hepatocyte apoptosis	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	increased apoptosis	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	Hypoplastic heart	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	Abnormality of the liver	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	Hemopericardium	Mus musculus
Atf7	['ATF7', 'activating transcription factor 7']	no abnormal phenotype detected	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	absent anterior commissure	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	slow Wallerian degeneration	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	increased motor neuron number	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal dorsal root ganglion morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	decreased neuron apoptosis	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal neuron differentiation	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	decreased retinal ganglion cell number	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	slow Wallerian degeneration	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	absent anterior commissure	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	absent brain internal capsule	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal brain internal capsule morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Dilation of lateral ventricles	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Morphological abnormality of the central nervous system	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Stillbirth	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal olfactory tract morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal brain white matter morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal cingulum morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal cerebral cortex morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	decreased corpus callosum size	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal olfactory bulb morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal anterior commissure pars anterior morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	abnormal anterior commissure pars posterior morphology	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	postnatal lethality, complete penetrance	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Abnormality of neuronal migration	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Abnormal enzyme/coenzyme activity	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Abnormality of the anterior commissure	Mus musculus
Map3k12	['MAP3K12', 'mitogen-activated protein kinase kinase kinase 12']	Abnormality of brain morphology	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	small thoracic cage	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	vertebral transformation	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal sternebra morphology	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	thoracic vertebral transformation	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	cervical vertebral transformation	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal rib attachment	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	small xiphoid process	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	Short sternum	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	Missing ribs	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	Rib fusion	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	Abnormality of skeletal morphology	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal mammary gland development	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal mammary gland physiology	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal lactation	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal inguinal mammary gland morphology	Mus musculus
Hoxc6	['HOXC6', 'homeobox C6']	abnormal thoracic mammary gland morphology	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	Male infertility	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	abnormal lymphocyte anergy	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	increased interleukin-2 secretion	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	Increase in T cell number	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	abnormal T cell differentiation	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	abnormal thymocyte activation	Mus musculus
Dgka	['DGKA', 'diacylglycerol kinase alpha']	Male infertility	Mus musculus
Dnajc14	['DNAJC14', 'DnaJ heat shock protein family (Hsp40) member C14']	abnormal sleep behavior	Mus musculus
Dnajc14	['DNAJC14', 'DnaJ heat shock protein family (Hsp40) member C14']	increased or absent threshold for auditory brainstem response	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	anterior/posterior pattern specification phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	camera-type eye morphogenesis phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	negative regulation of cell proliferation phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	ureteric bud development phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	organ morphogenesis phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	pancreas development phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	cell maturation phenotype	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	increased thoracic vertebrae number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	short tail	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Cleft palate	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Supernumerary ribs	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal hindlimb morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal kidney development	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	decreased retinal photoreceptor cell number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	decreased caudal vertebrae number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	neonatal lethality, complete penetrance	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	increased retinal ganglion cell number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	delayed optic fissure closure	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	vertebral transformation	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	absent tail	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	absent sacral vertebrae	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	increased neuronal precursor cell number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal olfactory sensory neuron morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	absent amacrine cells	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	absent retinal inner plexiform layer	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal olfactory epithelium morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal neuron differentiation	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Abnormality of the optic nerve	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal retinal neuronal layer morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal cervical vertebrae morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	increased lumbar vertebrae number	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal rib-sternum attachment	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Abnormal axial skeleton morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	asymmetric rib attachment	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	absent ureter	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	thoracic vertebral transformation	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	lumbar vertebral transformation	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Unilateral renal agenesis	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal frontal bone morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	domed cranium	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal forelimb morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	perinatal lethality, complete penetrance	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal thoracic vertebrae morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal pectoral girdle bone morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Abnormality of limb bone morphology	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Polydactyly	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Decreased number of vertebrae	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Renal agenesis	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Abnormality of the vertebrae	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	Syndactyly	Mus musculus
Gdf11	['GDF11', 'growth differentiation factor 11']	abnormal pancreatic alpha cell morphology	Mus musculus
