Trait	Match	Match Label	Second Match	Second Label	Third Match	Third Label
CARDIOMYOPATHY, DILATED, 1O	OMIM:608569	Cardiomyopathy, Dilated, 1O	MESH:C563906	Cardiomyopathy, Dilated, 1O	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism
CARDIOMYOPATHY, DILATED, 1L	OMIM:606685	Cardiomyopathy, Dilated, 1L	MESH:C564679	Cardiomyopathy, Dilated, 1L	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism
CARDIOMYOPATHY, DILATED, 1JJ	OMIM:615235	Cardiomyopathy, Dilated, 1Jj	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism	OMIM:115200	Cardiomyopathy, Dilated, 1A
CARDIOMYOPATHY, DILATED, 1II	OMIM:615184	Cardiomyopathy, Dilated, 1Ii	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism	OMIM:115200	Cardiomyopathy, Dilated, 1A
CARDIOMYOPATHY, DILATED, 1FF	OMIM:613286	Cardiomyopathy, Dilated, 1Ff	MESH:C567654	Cardiomyopathy, Dilated, 1Ff	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism
Cardiomyopathy, arrhythmogenic right ventricular dysplasia	OMIM:107970	Arrhythmogenic Right Ventricular Dysplasia, Familial, 1	OMIM:607450	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8	OMIM:611528	Arrhythmogenic Right Ventricular Dysplasia, Familial, 12
CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 2	OMIM:615119	Cardioencephalomyopathy, Fatal Infantile, Due to Cytochrome C Oxidase Deficiency 2	OMIM:604377	Cardioencephalomyopathy, Fatal Infantile, Due to Cytochrome C Oxidase Deficiency 1	OMIM:616501	Cardioencephalomyopathy, Fatal Infantile, Due to Cytochrome C Oxidase Deficiency 4; CEMCOX4
CARCINOID TUMORS, INTESTINAL	OMIM:114900	Carcinoid Tumors, Intestinal	MESH:C562842	Carcinoid Tumors, Intestinal	Orphanet:100093	Carcinoid tumor and carcinoid syndrome
CARBOXYPEPTIDASE N DEFICIENCY	OMIM:212070	Carboxypeptidase N Deficiency	MESH:C562876	Carboxypeptidase N Deficiency	MESH:C536107	N acetyltransferase deficiency
CARBOXYLESTERASE 1 DEFICIENCY	OMIM:611126	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency	MESH:C567006	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency	OMIM:604377	Cardioencephalomyopathy, Fatal Infantile, Due to Cytochrome C Oxidase Deficiency 1
CAP MYOPATHY 1	Orphanet:171881	Cap myopathy	MESH:C579969	Cap myopathy	OMIM:609284	Nemaline Myopathy 1
CAPILLARY MALFORMATION WITHOUT ARTERIOVENOUS MALFORMATION	OMIM:608354	Capillary malformation - arteriovenous malformation	MESH:C564254	Capillary malformation - arteriovenous malformation	Orphanet:137608	Segmental outgrowth - lipomatosis - arteriovenous malformation - epidermal nevus
CANCER OF MULTIPLE TYPES, SUSCEPTIBILITY TO	OMIM:146500	Multiple System Atrophy 1, Susceptibility to	OMIM:193200	Vitiligo-Associated Multiple Autoimmune Disease Susceptibility 6	OMIM:612595	Multiple Sclerosis, Susceptibility To, 3
CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME	OMIM:610474	Camptodactyly, Tall Stature, and Hearing Loss Syndrome	MESH:C537975	Camptodactyly, Tall Stature, and Hearing Loss Syndrome	Orphanet:85164	Camptodactyly - tall stature - scoliosis - hearing loss
C3HEX, ABILITY TO SMELL	OMIM:182270	Ketone Compounds, Ability to Smell	OMIM:254150	Musk, Inability to Smell	OMIM:243450	Isovaleric Acid, Inability to Smell
C2 DEFICIENCY, TYPE II	OMIM:201810	3-Beta-Hydroxysteroid Dehydrogenase, Type Ii, Deficiency of	MESH:C564075	Properdin Deficiency, Type II	Orphanet:99843	Leukocyte adhesion deficiency type II
C1s DEFICIENCY	OMIM:613783	Complement Component C1S Deficiency	MESH:C565170	Complement Component C1S Deficiency	OMIM:611126	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency
BRUNNER SYNDROME	OMIM:300615	Brunner Syndrome	MESH:C563156	Brunner Syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Brugada syndrome (shorter-than-normal QT interval)	OMIM:611777	Brugada Syndrome 2	OMIM:612838	Brugada Syndrome 5	OMIM:611876	Brugada Syndrome 4
Brugada syndrome, lidocaine-induced	OMIM:611777	Brugada Syndrome 2	OMIM:612838	Brugada Syndrome 5	OMIM:611876	Brugada Syndrome 4
Brugada syndrome 5	OMIM:612838	Brugada Syndrome 5	MESH:C567556	Brugada Syndrome 5	OMIM:611777	Brugada Syndrome 2
BRUGADA SYNDROME 4	OMIM:611876	Brugada Syndrome 4	MESH:C567508	Brugada Syndrome 4	OMIM:611777	Brugada Syndrome 2
BRUGADA SYNDROME 3	OMIM:611875	Brugada Syndrome 3	MESH:C567509	Brugada Syndrome 3	OMIM:611777	Brugada Syndrome 2
Brugada Syndrome 3	OMIM:611875	Brugada Syndrome 3	MESH:C567509	Brugada Syndrome 3	OMIM:611777	Brugada Syndrome 2
Brugada Syndrome 2	OMIM:611777	Brugada Syndrome 2	MESH:C567087	Brugada Syndrome 2	OMIM:612838	Brugada Syndrome 5
Brown-vialetto-van laere syndrome 2	OMIM:614707	Brown-Vialetto-Van Laere Syndrome 2	OMIM:211530	Brown-Vialetto-Van Laere Syndrome 1	DOID:0050694	Brown-Vialetto-Van Laere syndrome
BROWN-VIALETTO-VAN LAERE SYNDROME 1, MILD	OMIM:211530	Brown-Vialetto-Van Laere Syndrome 1	MESH:C537111	Brown-Vialetto-Van Laere Syndrome 1	OMIM:614707	Brown-Vialetto-Van Laere Syndrome 2
BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3	OMIM:613071	Bronchiectasis With or Without Elevated Sweat Chloride 3	MESH:C567772	Bronchiectasis With Or Without Elevated Sweat Chloride 3	OMIM:613021	Bronchiectasis With or Without Elevated Sweat Chloride 2
BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1, MODIFIER OF	OMIM:211400	Bronchiectasis With or Without Elevated Sweat Chloride 1	MESH:C567618	Bronchiectasis With Or Without Elevated Sweat Chloride 1	OMIM:613071	Bronchiectasis With or Without Elevated Sweat Chloride 3
Breast-ovarian cancer, familial 4	OMIM:614291	Breast-Ovarian Cancer, Familial, Susceptibility To, 4	OMIM:612555	Breast-Ovarian Cancer, Familial, Susceptibility To, 2	OMIM:604370	Breast-Ovarian Cancer, Familial, Susceptibility To, 1
Breast-ovarian cancer, familial, 1	OMIM:604370	Breast-Ovarian Cancer, Familial, Susceptibility To, 1	OMIM:612555	Breast-Ovarian Cancer, Familial, Susceptibility To, 2	OMIM:614291	Breast-Ovarian Cancer, Familial, Susceptibility To, 4
BREAST CANCER, FAMILIAL	MESH:C566178	Breast Cancer, Familial Male	OMIM:612555	Breast-Ovarian Cancer, Familial, Susceptibility To, 2	OMIM:604370	Breast-Ovarian Cancer, Familial, Susceptibility To, 1
BREAST CANCER, EARLY-ONSET	DOID:1612	breast cancer	OMIM:114480	Breast Cancer	DOID:11889	female breast nipple and areola cancer
BRAIN TUMOR-POLYPOSIS SYNDROME 2	OMIM:608542	Aneurysm, Intracranial Berry, 2	OMIM:613150	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 2	OMIM:615282	Cortical Dysplasia, Complex, With Other Brain Malformations 2
Brain small vessel disease with hemorrhage	OMIM:607595	Brain Small Vessel Disease With or Without Ocular Anomalies	Orphanet:77304	Not NOTCH3-related small vessel disease of the brain	MESH:C564372	Brain Small Vessel Disease With or Without Ocular Anomalies
BRADYOPSIA	OMIM:608415	bradyopsia	DOID:0050335	bradyopsia	HP:0030511	Bradyopsia
BRACHYOLMIA TYPE 3	OMIM:271530	Brachyolmia type 1, Hobaek type	OMIM:271630	Brachyolmia type 1, Toledo type	OMIM:613678	Brachyolmia, Maroteaux type
BRACHYDACTYLY, TYPE E	OMIM:113301	Brachydactyly, Type E, With Atrial Septal Defect, Type 2	OMIM:112440	Brachydactyly, Combined B and E Types	MESH:C566193	Brachydactyly, Type E, With Atrial Septal Defect, Type 2
BRACHYDACTYLY, TYPE D	OMIM:113200	Brachydactyly, Type D	OMIM:306980	Hirschsprung disease - type D brachydactyly	HP:0005627	Type D brachydactyly
Brachydactyly, type B1Robinow syndrome, autosomal recessive	DOID:14759	autosomal recessive type IV Ehlers-Danlos syndrome	Orphanet:357074	Autosomal recessive cutis laxa type 2, classic type	OMIM:612020	Autosomal recessive spastic paraplegia type 39
BOOMERANG DYSPLASIA	OMIM:112310	Boomerang dysplasia	DOID:0050680	Boomerang dysplasia	OMIM:609324	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia
BONE MARROW FAILURE SYNDROME 2	OMIM:615715	Bone Marrow Failure Syndrome 2	OMIM:614743	Pulmonary Fibrosis And/Or Bone Marrow Failure, Telomere-Related, 2	OMIM:614675	Bone Marrow Failure Syndrome 1
BONE MARROW FAILURE SYNDROME 1	OMIM:614675	Bone Marrow Failure Syndrome 1	OMIM:614742	Pulmonary Fibrosis And/Or Bone Marrow Failure, Telomere-Related, 1	OMIM:615715	Bone Marrow Failure Syndrome 2
BOMBAY PHENOTYPE	NBO:0000643PHENOTYPE	involuntary movement behavior phenotype phenotype	NBO:0000601PHENOTYPE	emotional behavior phenotype phenotype	NBO:0000656PHENOTYPE	somatic sensation related behavior phenotype phenotype
BLEEDING DISORDER, PLATELET-TYPE, 17	OMIM:187900	Bleeding Disorder, Platelet-Type, 17	MESH:C566060	Bleeding Disorder, Platelet-Type, 17	OMIM:609821	Bleeding Disorder, Platelet-Type, 8
BJORNSTAD SYNDROME WITH MILD MITOCHONDRIAL COMPLEX III DEFICIENCY	MESH:C564962	Leigh Syndrome due to Mitochondrial Complex III Deficiency	OMIM:615157	mitochondrial complex III deficiency nuclear type 2	DOID:0060351	mitochondrial complex III deficiency nuclear type 2
BJORNSTAD SYNDROME	OMIM:262000	Bjornstad syndrome	DOID:0050677	Bjornstad syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Birt-Hogg-Dube Syndrome	OMIM:135150	Birt-Hogg-Dube syndrome	DOID:0050676	Birt-Hogg-Dube syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
BIPOLAR AFFECTIVE DISORDER, SUSCEPTIBILITY TO	HP:0007302	Bipolar affective disorder	OMIM:309200	Major Affective Disorder 2	OMIM:609633	Major Affective Disorder 3
BILE ACID SYNTHESIS DEFECT, CONGENITAL, 4	OMIM:214950	Bile Acid Synthesis Defect, Congenital, 4	Orphanet:79095	Congenital bile acid synthesis defect type 4	MESH:C535444	Bile Acid Synthesis Defect, Congenital, 4
BILE ACID MALABSORPTION, PRIMARY	OMIM:613291	Bile Acid Malabsorption, Primary	MESH:C567652	Bile Acid Malabsorption, Primary	Orphanet:163631	Bile acid synthesis defect with cholestasis and malabsorption
BILATERAL STRIATAL NECROSIS, INFANTILE, MITOCHONDRIAL	Orphanet:225154	Familial infantile bilateral striatal necrosis	Orphanet:225147	Sporadic infantile bilateral striatal necrosis	Orphanet:1576	Infantile bilateral striatal necrosis
Bietti crystalline corneoretinal dystrophy	OMIM:210370	Bietti crystalline corneoretinal dystrophy	DOID:0050664	Bietti crystalline corneoretinal dystrophy	MESH:C535440	Bietti Crystalline Dystrophy
BETA-THALASSEMIA, DOMINANT INCLUSION BODY TYPE	OMIM:603902	Beta-Thalassemia, Dominant Inclusion Body Type	MESH:C565834	Beta-Thalassemia, Dominant Inclusion Body Type	MESH:C538330	Inclusion body myopathy, autosomal dominant
BETA-THALASSEMIA, DOMINANT	OMIM:603902	Beta-Thalassemia, Dominant Inclusion Body Type	Orphanet:231226	Dominant beta-thalassemia	MESH:C565834	Beta-Thalassemia, Dominant Inclusion Body Type
BETA-THALASSEMIA	OMIM:613985	Beta-Thalassemia	OMIM:603902	Beta-Thalassemia, Dominant Inclusion Body Type	OMIM:314050	Beta-thalassemia - X-linked thrombocytopenia
BETA-2-ADRENORECEPTOR AGONIST, REDUCED RESPONSE TO	MP:0001500	reduced kindling response	WBPhenotype:0001579	cholinergic agonist hypersensitive	WBPhenotype:0001578	cholinergic agonist resistant
BERNARD SOULIER SYNDROME, TYPE B	Orphanet:2298	Insulin-resistance syndrome type B	Orphanet:263553	Peeling skin syndrome type B	Orphanet:79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type b
BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT	OMIM:153670	Bernard-Soulier Syndrome, Type A2, Autosomal Dominant	MESH:C567696	Bernard-Soulier Syndrome, Autosomal Dominant	OMIM:130050	autosomal dominant type IV Ehlers-Danlos syndrome
BENT BONE DYSPLASIA SYNDROME	OMIM:614592	Bent Bone Dysplasia Syndrome	Orphanet:93439	Bent bone dysplasia	Orphanet:313855	FGFR2-related bent bone dysplasia
Benign familial neonatal seizures 1	OMIM:121200	Seizures, Benign Familial Neonatal, 1	MESH:C567743	Seizures, Benign Familial Neonatal, 1	OMIM:269720	Seizures, Benign Familial Neonatal, Autosomal Recessive
BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4	OMIM:615007	Basal Ganglia Calcification, Idiopathic, 4	OMIM:213600	Basal Ganglia Calcification, Idiopathic, 1	OMIM:114100	Basal Ganglia Calcification, Idiopathic, Childhood-Onset
BASAL CELL CARCINOMA, SPORADIC	DOID:2513	basal cell carcinoma	DOID:4293	clear cell basal cell carcinoma	OMIM:109400	nevoid basal cell carcinoma syndrome
BARTTER SYNDROME, TYPE 3, WITH HYPOCALCIURIA	OMIM:613090	Bartter Syndrome, Type 4B	OMIM:602522	Bartter Syndrome, Type 4A	OMIM:601678	Bartter Syndrome, Antenatal, Type 1
BARDET-BIEDL SYNDROME 2/4, DIGENIC
BARDET-BIEDL SYNDROME 1/7, DIGENIC
Baraitser-Winter syndrome 2	OMIM:614583	Baraitser-Winter Syndrome 2	OMIM:243310	Baraitser-Winter Syndrome 1	DOID:0060229	Baraitser-Winter syndrome
Axial myopathy, late-onset	Orphanet:98912	Late-onset distal myopathy, Markesbery-Griggs type	Orphanet:399058	Alpha-B crystallin-related late-onset distal myopathy	Orphanet:255117	Autosomal dominant optic atrophy and late-onset deafness
Autosomal Recessive Non-Syndromic Hearing Loss	OMIM:220600	Split-Hand/Foot Malformation 1 With Sensorineural Hearing Loss, Autosomal Recessive	OMIM:258650	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Recessive	MESH:C565647	Split-Hand/Foot Malformation 1 With Sensorineural Hearing Loss, Autosomal Recessive
Autosomal recessive congenital ichthyosis 2	OMIM:242100	Ichthyosis, Congenital, Autosomal Recessive 2	MESH:C538603	Ichthyosis, Congenital, Autosomal Recessive 2	OMIM:602400	Ichthyosis, Congenital, Autosomal Recessive 11
Autosomal recessive centronuclear myopathy	Orphanet:169186	Autosomal recessive centronuclear myopathy	Orphanet:169189	Autosomal dominant centronuclear myopathy	OMIM:600737	Inclusion Body Myopathy 2, Autosomal Recessive
Autosomal Dominant Hypophosphatemic Rickets	OMIM:193100	autosomal dominant hypophosphatemic rickets	DOID:0050948	autosomal dominant hypophosphatemic rickets	OMIM:307800	Hypophosphatemic Rickets, X-Linked Dominant
Autosomal Dominant Hypocalcemia	OMIM:601198	Hypocalcemia, Autosomal Dominant 1	OMIM:615361	Hypocalcemia, Autosomal Dominant 2	MESH:C563374	Hypocalcemia, Autosomal Dominant, with Bartter Syndrome
AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS	OMIM:616050	Autoinflammation With Infantile Enterocolitis	MESH:C536032	Mastocytic enterocolitis	OMIM:226150	Enterocolitis
AUTOIMMUNE POLYENDOCRINOPATHY SYNDROME, TYPE I, WITH REVERSIBLE METAPHYSEAL DYSPLASIA	OMIM:240300	Autoimmune Polyendocrine Syndrome, Type I, With or Without Reversible Metaphyseal Dysplasia	MESH:C538275	Autoimmune polyendocrinopathy syndrome, type 1	Orphanet:227982	Autoimmune polyendocrinopathy type 3
AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IIA	OMIM:603909	Autoimmune Lymphoproliferative Syndrome, Type 2A	OMIM:616100	Autoimmune Lymphoproliferative Syndrome, Type 5	OMIM:615559	Autoimmune Lymphoproliferative Syndrome, Type 3
Autoimmune lymphoproliferative syndrome	OMIM:601859	Autoimmune Lymphoproliferative Syndrome	OMIM:603909	Autoimmune Lymphoproliferative Syndrome, Type 2A	OMIM:616100	Autoimmune Lymphoproliferative Syndrome, Type 5
Autistic disorder of childhood onset	DOID:12849	autistic disorder	Orphanet:206580	Autosomal recessive lower motor neuron disease with childhood onset	HP:0011405	Childhood onset short-limb short stature
AUTISM, SUSCEPTIBILITY TO, X-LINKED 5	OMIM:300847	Autism, Susceptibility To, X-Linked 5	OMIM:300496	Autism, Susceptibility To, X-Linked 3	OMIM:300495	Autism, Susceptibility To, X-Linked 2
AURICULOCONDYLAR SYNDROME 3	OMIM:615706	Auriculocondylar Syndrome 3	OMIM:602483	Auriculocondylar Syndrome 1	OMIM:614669	Auriculocondylar Syndrome 2
AURICULOCONDYLAR SYNDROME 1	OMIM:602483	Auriculocondylar Syndrome 1	OMIM:615706	Auriculocondylar Syndrome 3	OMIM:614669	Auriculocondylar Syndrome 2
AURAL ATRESIA, CONGENITAL	OMIM:607842	Aural Atresia, Congenital	OMIM:209770	Aural Atresia, Multiple Congenital Anomalies, and Mental Retardation	MESH:C564321	Aural Atresia, Congenital
AU-KLINE SYNDROME	OMIM:616580	Au-Kline Syndrome; AUKS	Orphanet:255249	Leigh syndrome with nephrotic syndrome	Orphanet:138063	Syndrome associated with Pierre Robin syndrome
AUDITORY NEUROPATHY, AUTOSOMAL RECESSIVE, 1, TEMPERATURE-SENSITIVE	OMIM:609129	Auditory Neuropathy, Autosomal Dominant, 1	OMIM:256850	Giant Axonal Neuropathy 1, Autosomal Recessive	MESH:D056768	Giant Axonal Neuropathy 1, Autosomal Recessive
ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO	OMIM:613003	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 7	OMIM:608906	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 4	OMIM:608904	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 2
Attention deficit hyperactivity disorder	HP:0007018	Attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	MESH:D001289	Attention Deficit Disorder with Hyperactivity
ATRIOVENTRICULAR SEPTAL DEFECT, SOMATIC	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects	OMIM:600123	Atrioventricular Septal Defect With Blepharophimosis and Anal and Radial Defects	Orphanet:1479	Atrial septal defect - atrioventricular conduction defects
ATRIOVENTRICULAR SEPTAL DEFECT 4	OMIM:614430	Atrioventricular Septal Defect 4	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects	OMIM:600123	Atrioventricular Septal Defect With Blepharophimosis and Anal and Radial Defects
ATRIOVENTRICULAR SEPTAL DEFECT 3	OMIM:600309	Atrioventricular Septal Defect 3	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects	OMIM:600123	Atrioventricular Septal Defect With Blepharophimosis and Anal and Radial Defects
Atrioventricular block	DOID:11312	Mobitz type II atrioventricular block	HP:0011708	Mobitz II atrioventricular block	HP:0011707	Mobitz I atrioventricular block
ATRIAL STANDSTILL 1, DIGENIC	OMIM:108770	Atrial Standstill 1	MESH:C563984	Atrial Standstill 1	OMIM:615745	Atrial Standstill 2
ATRIAL SEPTAL DEFECT 8	OMIM:614433	Atrial Septal Defect 8	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects	OMIM:603642	Atrial Septal Defect, Secundum, With Various Cardiac and Noncardiac Defects
ATRIAL SEPTAL DEFECT 7 WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects	Orphanet:1479	Atrial septal defect - atrioventricular conduction defects	MESH:C566238	Atrial septal defect - atrioventricular conduction defects
ATRIAL SEPTAL DEFECT 5	OMIM:612794	Atrial Septal Defect 5	MESH:C567561	Atrial Septal Defect 5	OMIM:108900	Atrial Septal Defect 7 With or Without Atrioventricular Conduction Defects
ATRIAL FIBRILLATION, FAMILIAL, 6	OMIM:612201	Atrial Fibrillation, Familial, 6	MESH:C567400	Atrial Fibrillation, Familial, 6	OMIM:608583	Atrial Fibrillation, Familial, 1
ATRIAL FIBRILLATION, FAMILIAL, 17	OMIM:608583	Atrial Fibrillation, Familial, 1	OMIM:615378	Atrial Fibrillation, Familial, 14	OMIM:615377	Atrial Fibrillation, Familial, 13
ATRIAL FIBRILLATION, FAMILIAL, 14	OMIM:615378	Atrial Fibrillation, Familial, 14	OMIM:608583	Atrial Fibrillation, Familial, 1	OMIM:615377	Atrial Fibrillation, Familial, 13
ATRIAL FIBRILLATION, FAMILIAL, 13	OMIM:615377	Atrial Fibrillation, Familial, 13	OMIM:608583	Atrial Fibrillation, Familial, 1	OMIM:615378	Atrial Fibrillation, Familial, 14
ATELOSTEOGENESIS, TYPE III	Orphanet:56305	Atelosteogenesis type III	OMIM:108721	Atelosteogenesis, Type 3	OMIM:108720	Atelosteogenesis, Type 1
ATAXIA-TELANGIECTASIA WITHOUT IMMUNODEFICIENCY	OMIM:615895	Polyglucosan Body Myopathy 1 With or Without Immunodeficiency	OMIM:615966	Immunodeficiency 26 With or Without Neurologic Abnormalities	OMIM:614868	T-Cell Immunodeficiency, Recurrent Infections, and Autoimmunity With or Without Cardiac Malformations
Ataxia, spastic, 2, autosomal recessive	OMIM:611302	Spastic Ataxia 2, Autosomal Recessive	MESH:C566969	Spastic Ataxia 2, Autosomal Recessive	OMIM:611390	Autosomal recessive spastic ataxia with leukoencephalopathy
ASTHMA SUSCEPTIBILITY 5	OMIM:600807	Asthma, Susceptibility to	MESH:D001249	Asthma, Susceptibility to	OMIM:613030	Glioma Susceptibility 5
ASTHMA SUSCEPTIBILITY 1	OMIM:600807	Asthma, Susceptibility to	MESH:D001249	Asthma, Susceptibility to	OMIM:188580	Thyrotoxic Periodic Paralysis, Susceptibility To, 1
ASTHMA, ASPIRIN-INDUCED, SUSCEPTIBILITY TO	HP:0012042	Aspirin-induced asthma	OMIM:600807	Asthma, Susceptibility to	MESH:D001249	Asthma, Susceptibility to
ASTHMA AND ATOPY, SUSCEPTIBILITY TO
Asparagine synthetase deficiency	OMIM:615574	Asparagine Synthetase Deficiency	Orphanet:401859	Lipoic acid synthetase deficiency	OMIM:614462	Pyruvate Dehydrogenase Lipoic Acid Synthetase Deficiency
ARTS SYNDROME	OMIM:301835	Arts Syndrome	DOID:0050647	Arts syndrome	MESH:C535388	Arts Syndrome
Arthyrgryposis, distal, type 2B	OMIM:608634	Neuronopathy, Distal Hereditary Motor, Type 2B	MESH:C538400	Distal arthrogryposis type 2B	OMIM:601680	Arthrogryposis, Distal, Type 2B
Arthrogryposis multiplex congenita, distal, type 2B	MESH:C535379	Arthrogryposis multiplex congenita, distal type 2	OMIM:301830	X-linked distal arthrogryposis multiplex congenita	MESH:C535380	X-linked distal arthrogryposis multiplex congenita
ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES (1 family)	OMIM:615553	Arthrogryposis, Mental Retardation, and Seizures	OMIM:616418	Hypomagnesemia, Seizures, and Mental Retardation	OMIM:609438	Mental Retardation, Keratoconus, Febrile Seizures, and Sinoatrial Block
ARTHROGRYPOSIS, DISTAL, TYPE 3	OMIM:108120	Arthrogryposis, Distal, Type 1A	OMIM:108145	Arthrogryposis, Distal, Type 5	OMIM:601680	Arthrogryposis, Distal, Type 2B
