disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
OMIM:268000	Retinitis Pigmentosa	MGI:98488	Slc6a6	Mouse	42		1	3	41	20	true
OMIM:189800	PEE1	MGI:88470	Comt	Mouse	38		1	10	2	41	true
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-040426-757	mkks	Zebrafish	34		1	940	181	27	false
DOID:0050824	sinoatrial node disease	ZFIN:ZDB-GENE-021115-2	trpm7	Zebrafish	24		1	40	8	98	false
OMIM:176500	Cerebral Amyloid Angiopathy, Itm2B-Related, 1	MGI:1309517	Itm2b	Mouse	19		2	6	1	6	true
OMIM:306700	Hemophilia a	MGI:88383	F8	Mouse	39		3	163	10	4	false
OMIM:601665	Obesity	MGI:97772	Prox1	Mouse	39		1	2026	323	41	false
OMIM:260350	Carcinoma of pancreas	MGI:88139	Bcl2l1	Mouse	21		2	1	7	32	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:95457	Mecom	Mouse	37		1	1	0	103	true
OMIM:194070	Wilms tumor 1	MGI:98968	Wt1	Mouse	32		1	1	6	82	true
OMIM:614171	Hermansky-Pudlak Syndrome 9	MGI:1927580	Bloc1s6	Mouse	45		1	3	1	37	true
OMIM:614073	Hermansky-Pudlak syndrome 4	MGI:2177742	Hps4	Mouse	44		2	4	1	15	true
OMIM:117300	Cerebral Amyloid Angiopathy, Itm2B-Related, 2	MGI:1309517	Itm2b	Mouse	25		2	9	1	6	true
DOID:557	kidney disease	ZFIN:ZDB-GENE-030131-3217	apol1	Zebrafish	34		1	7247	1057	12	false
OMIM:222100	IDDM	MGI:107700	Casp4	Mouse	50		1	7	7	9	true
OMIM:275210	Restrictive Dermopathy, Lethal	MGI:1347347	Slc27a4	Mouse	48		2	65	2	44	true
OMIM:612284	Meckel Syndrome, Type 6	MGI:1924487	Cc2d2a	Mouse	48		1	13	1	58	true
OMIM:300624	Fragile 10 Mental Retardation Syndrome	ZFIN:ZDB-GENE-020731-6	fmr1	Zebrafish	33		2	122	6	41	false
OMIM:219800	Cystinosis	MGI:1932872	Ctns	Mouse	53		1	183	10	11	false
DOID:557	kidney disease	ZFIN:ZDB-GENE-030131-5870	myh9a	Zebrafish	41		1	7247	1057	43	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:1276116	Ep300	Mouse	58		1	13	11	90	true
OMIM:251850	Diarrhea 2, With Microvillus Atrophy	MGI:106211	Cdc42	Mouse	45		1	7	2	114	false
OMIM:145600	Malignant hyperthermia susceptibility type 1	MGI:99659	Ryr1	Mouse	43		2	12	1	86	true
OMIM:605019	Hypobetalipoproteinemia, familial, 2	MGI:88052	Apob	Mouse	48		2	2	1	28	true
OMIM:183090	Spinocerebellar ataxia 2	MGI:1277223	Atxn2	Mouse	32		1	29	1	22	false
OMIM:249700	Langer mesomelic dysplasia	MGI:1201673	Shox2	Mouse	46		1	19	1	31	true
OMIM:167000	Ovarian Cancer	MGI:88276	Ctnnb1	Mouse	34		6	4	12	398	true
OMIM:240600	Glycogen Storage Disease 0, Liver	MGI:2385254	Gys2	Mouse	44		1	6	1	24	true
OMIM:209850	Autism	MGI:1928478	Brinp1	Mouse	36		1	12	5	23	true
OMIM:153800	Age-related macular degeneration 2	MGI:98259	Ccl2	Mouse	34		1	1	2	94	true
OMIM:114480	Familial cancer of breast	MGI:109583	Pten	Mouse	47		5	1	28	459	true
OMIM:612241	IBD12	MGI:95772	Gnai2	Mouse			3	0	0	62	true
OMIM:268800	Sandhoff Disease	MGI:95496	Fcer1g	Mouse	27		1	67	4	46	false
OMIM:222100	IDDM	MGI:97551	Prf1	Mouse	37		2	7	7	79	true
DOID:332	amyotrophic lateral sclerosis	ZFIN:ZDB-GENE-990415-258	sod1	Zebrafish	23		3	341	124	3	false
OMIM:600807	Asthma, susceptibility to	MGI:105367	Il4ra	Mouse	54		2	1	13	45	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:98214	Rxra	Mouse	60		1	13	11	148	true
OMIM:181500	Schizophrenia	MGI:109553	Ctsc	Mouse	22		1	5	18	14	true
OMIM:601665	Obesity	MGI:3644668	Prlh	Mouse	34		1	2026	323	23	false
OMIM:143465	Attention deficit hyperactivity disorder	MGI:1861106	Cm	Mouse	43		1	2	4	88	true
OMIM:222100	IDDM	MGI:96545	Il1r1	Mouse	40		1	7	7	65	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:97307	Nf2	Mouse	21		3	1	0	78	true
OMIM:104300	Alzheimer Disease	MGI:1097712	Npc1	Mouse	27		2	5	14	136	true
OMIM:159001	Limb-girdle muscular dystrophy, type 1B	MGI:1890508	Zmpste24	Mouse	45		1	14	1	72	true
OMIM:104300	Alzheimer Disease	MGI:109284	Psen2	Mouse			3	5	14	6	true
OMIM:607432	Lissencephaly 1	MGI:894689	Ywhae	Mouse	46		1	13	2	22	false
OMIM:189800	PEE1	MGI:97797	Ptgs1	Mouse	33		1	10	2	45	true
OMIM:182280	Small cell lung cancer	MGI:97874	Rb1	Mouse	56		4	44	40	163	false
OMIM:114480	Familial cancer of breast	MGI:88039	Apc	Mouse	50		2	1	28	213	true
OMIM:176807	Malignant tumor of prostate	MGI:88190	Braf	Mouse	17		1	1	18	158	true
OMIM:211980	Lung Cancer	MGI:2145950	Scrib	Mouse	33		2	1	16	60	true
OMIM:613179	Purine-nucleoside phosphorylase deficiency	MGI:97365	Pnp	Mouse	40		5	29	1	24	true
OMIM:256540	Combined deficiency of sialidase AND beta galactosidase	MGI:97748	Ctsa	Mouse	32		1	16	1	20	true
OMIM:153550	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	MGI:102811	Lmo2	Mouse	39		2	4	2	24	true
OMIM:263650	Bartsocas-Papas syndrome	MGI:1919638	Ripk4	Mouse	53		1	49	1	24	true
OMIM:601457	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Positive	MGI:104779	Prkdc	Mouse	47		1	14	2	123	true
OMIM:251900	Mitochondrial Myopathy	MGI:97269	Myl1	Mouse			1	8	4	9	true
OMIM:607432	Lissencephaly 1	MGI:1277171	Dcx	Mouse	42		1	13	2	16	false
OMIM:247200	Miller-Dieker Lissencephaly Syndrome	MGI:894689	Ywhae	Mouse	33		2	52	3	22	true
OMIM:611162	Susceptibility to malaria	MGI:107387	Aqp4	Mouse			1	0	16	22	true
OMIM:600138	Retinitis Pigmentosa 11	MGI:1916238	Prpf31	Mouse	43		1	3	1	7	true
OMIM:614702	Combined oxidative phosphorylation deficiency 10	MGI:1915541	Mto1	Mouse	47		1	18	1	28	true
OMIM:614075	Hermansky-Pudlak Syndrome 6	MGI:2181763	Hps6	Mouse	43		2	5	1	5	true
OMIM:204000	Leber Congenital Amaurosis 1	MGI:105123	Gucy2e	Mouse	37		1	16	1	10	true
OMIM:309400	Menkes Disease	ZFIN:ZDB-GENE-060825-45	atp7a	Zebrafish	32		3	127	1	12	false
OMIM:615803	pontocerebellar hypoplasia type 10	MGI:2138968	Clp1	Mouse	51		1	25	1	35	true
OMIM:232200	Glycogen storage disease type 1A	MGI:87991	Alb	Mouse	26		1	24	1	4	true
OMIM:125853	type 2 diabetes mellitus	MGI:95758	Slc2a4	Mouse	44		1	473	168	50	false
OMIM:605814	Neonatal intrahepatic cholestasis caused by citrin deficiency	MGI:99778	Gpd2	Mouse	43		1	10	1	23	true
OMIM:125853	type 2 diabetes mellitus	MGI:1270854	Gck	Mouse	46		2	473	168	33	false
OMIM:191100	Tuberous Sclerosis 1	MGI:97272	Myl2	Mouse	27		1	31	3	20	true
OMIM:609141	Corneal Dystrophy, Posterior Polymorphous, 3	MGI:1344313	Zeb1	Mouse	46		2	3	1	167	true
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:97487	Pax3	Mouse	38		1	7	5	147	true
OMIM:259770	Osteoporosis with pseudoglioma	MGI:1278315	Lrp5	Mouse	48		3	35	1	66	true
OMIM:610460	Thiopurine S-methyltransferase deficiency	MGI:98812	Tpmt	Mouse	83		1	2	1	5	false
OMIM:309000	oculocerebrorenal syndrome	MGI:103257	Inpp5b	Mouse	22		2	157	2	7	false
OMIM:611383	Usher Syndrome, Type 2D	MGI:2682003	Whrn	Mouse	55		2	2	1	59	true
OMIM:604116	Cone-rod dystrophy 3	MGI:109424	Abca4	Mouse	32		2	4	1	17	true
OMIM:253220	Mucopolysaccharidosis, Type 7	MGI:96073	Hexa	Mouse	28		1	107	3	12	false
OMIM:602083	Usher syndrome, type 1F	MGI:1891428	Pcdh15	Mouse	42		3	3	2	60	true
OMIM:615981	Bardet-Biedl Syndrome 2	MGI:2135267	Bbs2	Mouse	49		1	11	1	24	true
OMIM:254700	Myeloproliferative Disease, Autosomal Recessive	MGI:2676831	Mir146	Mouse	30		1	2	0	48	true
DOID:10907	microcephaly	ZFIN:ZDB-GENE-020419-39	stil	Zebrafish	34		3	2649	117	48	false
OMIM:600143	Ceroid lipofuscinosis neuronal 8	MGI:1349447	Cln8	Mouse	41		4	25	3	29	false
OMIM:231300	Glaucoma, congenital	MGI:1347466	Foxc1	Mouse	19		2	3	2	203	true
OMIM:605280	Spastic Paraplegia 13, Autosomal Dominant	MGI:96242	Hspd1	Mouse	40		1	10	1	15	true
OMIM:260400	Shwachman-Diamond syndrome	ZFIN:ZDB-GENE-030616-579	ptf1a	Zebrafish	36		2	46	1	12	true
OMIM:300049	periventricular nodular heterotopia	MGI:95556	Flna	Mouse	43		1	37	8	45	false
OMIM:220110	cytochrome-c oxidase deficiency disease	MGI:3818630	Sco2	Mouse	38		1	92	18	8	true
OMIM:605543	Parkinson Disease 4, Autosomal Dominant	MGI:1277151	Snca	Mouse	20		1	8	1	16	false
OMIM:304340	Pettigrew Syndrome	MGI:1889383	Ap1s2	Mouse	34		1	44	1	16	true
OMIM:613806	PSC	MGI:97569	Abcb4	Mouse	47		2	5	3	67	false
OMIM:603165	Dermatitis, Atopic	MGI:95522	Fgfr1	Mouse	26		1	15	1	191	true
OMIM:604169	Left Ventricular Noncompaction 1	MGI:894689	Ywhae	Mouse	43		1	10	1	22	true
OMIM:601186	Microphthalmia syndromic 9	ZFIN:ZDB-GENE-060616-252	stra6	Zebrafish	39		3	64	3	19	false
OMIM:168600	Parkinson Disease, Late-Onset	MGI:94862	Slc6a3	Mouse	33		5	22	18	58	true
OMIM:601665	Obesity	MGI:98307	Sim2	Mouse	37		1	2026	323	12	false
OMIM:611015	Autism 9	MGI:96969	Met	Mouse			1	0	1	84	true
OMIM:175200	Peutz-Jeghers Syndrome	MGI:105062	Amhr2	Mouse	33		1	66	2	8	true
OMIM:137215	Gastric Cancer, Hereditary Diffuse	MGI:894293	Smad4	Mouse	34		1	4	12	136	true
OMIM:305600	Focal Dermal Hypoplasia	MGI:96217	Hprt	Mouse	43		1	180	2	180	false
DOID:11725	Cornelia de Lange syndrome	ZFIN:ZDB-GENE-030131-3196	smc3	Zebrafish	29		1	328	13	26	false
OMIM:114550	Hepatocellular carcinoma	MGI:104556	Cdkn1a	Mouse	50		4	112	215	93	false
OMIM:191900	Familial amyloid nephropathy with urticaria AND deafness	MGI:96897	Lyz2	Mouse	39		2	39	1	16	true
OMIM:106600	Tooth Agenesis, Selective, 1	MGI:97169	Msx2	Mouse	43		1	1	2	64	true
OMIM:260350	Carcinoma of pancreas	MGI:98834	Trp53	Mouse	58		12	1	7	271	true
OMIM:248500	Mannosidosis, Alpha B, Lysosomal	MGI:107286	Man2b1	Mouse	43		1	75	1	37	true
OMIM:260350	Carcinoma of pancreas	MGI:96680	Kras	Mouse	58		16	1	7	198	true
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-020507-2	invs	Zebrafish	29		1	940	181	17	false
OMIM:306900	Hereditary factor IX deficiency disease	MGI:88384	F9	Mouse	51		3	60	6	11	false
DOID:3213	demyelinating disease	ZFIN:ZDB-GENE-030128-2	mbpa	Zebrafish			1	1580	107	1	false
OMIM:164500	spinocerebellar ataxia type 7	MGI:1343101	Kat2a	Mouse	27		1	20	1	45	true
OMIM:114480	Familial cancer of breast	MGI:95410	Erbb2	Mouse	31		3	1	28	99	true
OMIM:603075	Age-related macular degeneration 1	MGI:88057	Apoe	Mouse			1	0	9	200	true
OMIM:610651	Xeroderma Pigmentosum, Complementation Group B	MGI:95414	Ercc3	Mouse	26		1	24	1	10	true
OMIM:604229	Peters Anomaly	MGI:98726	Tgfb2	Mouse	58		1	17	6	121	false
OMIM:302060	3-Methylglutaconic aciduria type 2	ZFIN:ZDB-GENE-030131-684	taz	Zebrafish	28		2	36	2	14	false
OMIM:605231	Bardet-Biedl Syndrome 6	MGI:1891836	Mkks	Mouse	58		1	9	1	25	true
DOID:0050866	oral squamous cell carcinoma	ZFIN:ZDB-GENE-980526-426	fli1a	Zebrafish			1	0	0	19	true
OMIM:615834	Mental Retardation, Autosomal Dominant 26	MGI:101784	Nes	Mouse	21		1	17	1	14	true
OMIM:167000	Ovarian Cancer	MGI:96680	Kras	Mouse	38		4	4	12	198	true
DOID:0050589	inflammatory bowel disease	ZFIN:ZDB-GENE-020806-3	mst1	Zebrafish	36		1	691	174	5	false
OMIM:254500	Myeloma, Multiple	MGI:96442	Igh	Mouse	50		2	197	28	99	false
OMIM:185050	Platelet storage pool disease	MGI:107448	Lyst	Mouse			1	5695	620	91	false
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal	MGI:97362	Nos3	Mouse	33		1	15	1	209	true
OMIM:141500	Familial hemiplegic migraine type 1	MGI:109482	Cacna1a	Mouse	36		5	20	1	111	true
OMIM:609628	Majeed Syndrome	MGI:1891341	Lpin2	Mouse	35		1	29	1	22	true
OMIM:256700	Neuroblastoma, Susceptibility to	MGI:97306	Nf1	Mouse	41		1	21	2	169	true
OMIM:230750	Gastroschisis	MGI:96828	Lrp1	Mouse	49		1	31	0	93	false
OMIM:168600	Parkinson Disease, Late-Onset	MGI:1277151	Snca	Mouse	29		1	22	18	16	true
OMIM:606346	Deafness, autosomal dominant 22	MGI:104785	Myo6	Mouse	56		1	1	1	85	true
OMIM:143465	Attention deficit hyperactivity disorder	MGI:87891	Chrnb2	Mouse	26		1	2	4	32	true
OMIM:104300	Alzheimer Disease	MGI:96828	Lrp1	Mouse	20		2	5	14	93	true
DOID:1909	melanoma	ZFIN:ZDB-GENE-980526-426	fli1a	Zebrafish	14		1	180	211	19	false
OMIM:156240	malignant mesothelioma	MGI:98834	Trp53	Mouse	23		4	2	16	271	false
OMIM:601665	Obesity	MGI:1276523	Ncoa1	Mouse	45		1	2026	323	30	false
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:96824	Tlr4	Mouse	48		1	3	0	123	true
OMIM:614286	Myelodysplastic Syndrome	MGI:1206586	Bap1	Mouse	41		1	329	56	38	false
OMIM:219050	Cryptorchidism, unilateral or bilateral	MGI:1313307	crsp	Mouse	37		1	2	2	28	true
OMIM:167000	Ovarian Cancer	MGI:97874	Rb1	Mouse	28		1	4	12	163	true
OMIM:309801	Microphthalmia with linear skin defects syndrome	MGI:1196332	Arhgap6	Mouse	14		3	99	5	5	false
OMIM:175100	Gardner syndrome	MGI:96756	Lck	Mouse	21		1	42	3	38	false
OMIM:602080	Paget Disease of Bone 2, Early-Onset	MGI:107931	Sqstm1	Mouse	38		2	14	2	49	true
OMIM:607684	Charcot-Marie-Tooth Disease, Axonal, Type 2E	MGI:97313	Nefl	Mouse	23		1	20	2	12	true
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:98731	Tgm2	Mouse			1	0	2	25	true
OMIM:601626	acute myeloid leukemia	MGI:1352454	Nr4a1	Mouse	19		1	341	201	3	false
OMIM:242500	Ichthyosis, Congenital, Autosomal Recessive 4B	MGI:1920970	Cst6	Mouse	43		1	22	1	21	true
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:1890077	Foxo1	Mouse			1	0	2	84	true
OMIM:611943	Riddle Syndrome	MGI:1917488	Rnf168	Mouse	36		2	10	1	20	true
OMIM:246700	Chylomicron Retention Disease	MGI:99887	Pitpna	Mouse	54		2	14	1	43	true
OMIM:310200	Muscular Dystrophy, Duchenne Type	MGI:1347488	Foxk1	Mouse	41		2	79	9	4	false
OMIM:222100	IDDM	MGI:88335	Cd4	Mouse	22		1	7	7	34	true
DOID:11725	Cornelia de Lange syndrome	ZFIN:ZDB-GENE-030131-994	rad21a	Zebrafish	33		2	328	13	62	false
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:96572	Ins1	Mouse			1	0	2	11	true
OMIM:260350	Carcinoma of pancreas	MGI:104735	Gt(ROSA)26Sor	Mouse	34		3	1	7	33	true
DOID:680	tauopathy	ZFIN:ZDB-GENE-980526-76	elavl3	Zebrafish	20		1	232	108	9	false
OMIM:193670	WHIM syndrome	MGI:109563	Cxcr4	Mouse	59		1	7	1	88	true
OMIM:601665	Obesity	MGI:2678724	Hlb228	Mouse			1	2026	323	6	false
OMIM:144250	Hyperlipidemia, Familial Combined	MGI:88057	Apoe	Mouse	38		1	3	1	200	true
OMIM:606369	Lennox-Gastaut syndrome	MGI:2138334	Dgkd	Mouse	26		1	34	5	10	false
OMIM:614072	Hermansky-Pudlak syndrome 3	MGI:2151839	Mreg	Mouse			1	4	1	0	true
OMIM:307030	glycerol kinase deficiency	MGI:106594	Gk	Mouse	40		1	36	4	12	false
OMIM:143100	Huntington Disease	ZFIN:ZDB-GENE-990415-131	htt	Zebrafish	29		1	58	14	59	false
OMIM:613065	ALL	MGI:107940	Ezh2	Mouse	49		2	1	8	39	true
DOID:3753	Hermansky-Pudlak syndrome	ZFIN:ZDB-GENE-070410-80	hps5	Zebrafish			1	5513	608	26	false
OMIM:605714	Cerebral Amyloid Angiopathy, App-Related	MGI:102676	Abcc1	Mouse	12		1	19	1	5	true
OMIM:129500	Clouston syndrome	MGI:107588	Gjb6	Mouse	43		1	36	1	28	true
OMIM:604563	Charcot-Marie-Tooth Disease, Type 4B2	MGI:1921831	Sbf2	Mouse	46		2	19	1	8	true
OMIM:209850	Autism	MGI:1096391	Nrxn1	Mouse	36		1	12	5	14	true
DOID:898	polycystic kidney disease	ZFIN:ZDB-GENE-041008-175	flncb	Zebrafish	31		1	329	25	25	false
OMIM:252650	gangliosidosis	MGI:1890498	Mcoln1	Mouse	43		2	370	21	29	false
OMIM:212840	Cerebellar ataxia and hypogonadotropic hypogonadism	MGI:1891731	Stub1	Mouse	52		1	11	1	23	true
DOID:10907	microcephaly	ZFIN:ZDB-GENE-050208-620	aspm	Zebrafish	28		1	2649	117	8	false
OMIM:114480	Familial cancer of breast	MGI:88192	Smarca4	Mouse	41		1	1	28	81	true
OMIM:108800	ASD1	MGI:97350	Nkx2-5	Mouse	69		1	1	0	79	true
OMIM:603165	Dermatitis, Atopic	MGI:1261423	Casp8	Mouse	39		1	15	1	89	true
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:98510	Tcf3	Mouse	17		1	7	5	49	true
OMIM:167000	Ovarian Cancer	MGI:104537	Brca1	Mouse	41		2	4	12	115	true
OMIM:606963	COPD	MGI:1917649	Wwtr1	Mouse	28		1	1	3	50	true
OMIM:162200	Neurofibromatosis, Type 1	MGI:95819	Grin1	Mouse	40		1	167	11	104	false
DOID:0050539	Charcot-Marie-Tooth disease type 2	ZFIN:ZDB-GENE-030131-9174	gars	Zebrafish			1	0	0	13	true
OMIM:246560	Distal limb deficiencies - micrognathia syndrome	MGI:2431366	Mdac	Mouse			2	37	0	0	true
OMIM:611489	Corticosteroid-binding globulin deficiency	MGI:88278	Serpina6	Mouse			2	4	1	8	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:88223	C1qa	Mouse	56		1	13	11	16	true
DOID:4159	skin cancer	ZFIN:ZDB-GENE-991019-3	myl7	Zebrafish	26		1	326	52	31	false
OMIM:606713	Van der Woude syndrome 2	MGI:2655333	Grhl3	Mouse	36		1	3	1	67	true
OMIM:615120	Myasthenic syndrome, congenital, with pre- and postsynaptic defects	MGI:87961	Agrn	Mouse	36		1	6	1	31	true
OMIM:607411	patent ductus arteriosus	MGI:2137495	Myocd	Mouse	37		2	171	7	15	false
OMIM:181500	Schizophrenia	MGI:98331	Snap25	Mouse	23		1	5	18	70	true
OMIM:608232	Leukemia, Chronic Myeloid	MGI:893587	Dok1	Mouse	37		6	68	3	19	false
OMIM:302960	Chondrodysplasia Punctata 2, X-Linked Dominant	MGI:1099438	Nsdhl	Mouse	45		1	60	1	45	true
OMIM:609015	Mitochondrial Trifunctional Protein Deficiency	MGI:2136381	Hadhb	Mouse	45		1	20	3	15	false
OMIM:104300	Alzheimer Disease	MGI:96217	Hprt	Mouse	24		1	5	14	180	true
DOID:5603	acute T cell leukemia	ZFIN:ZDB-GENE-990910-11	mitfa	Zebrafish	31		1	59	0	26	true
OMIM:309801	Microphthalmia with linear skin defects syndrome	MGI:106911	Hccs	Mouse	34		3	99	5	24	false
OMIM:133700	Multiple congenital exostosis	MGI:894663	Ext1	Mouse	36		1	13	1	68	true
OMIM:104300	Alzheimer Disease	MGI:88059	App	Mouse	41		20	5	14	51	true
OMIM:253800	Fukuyama congenital muscular dystrophy	MGI:1349385	Dysf	Mouse	41		1	37	1	15	true
OMIM:607785	Juvenile Myelomonocytic Leukemia	MGI:99511	Ptpn11	Mouse	48		1	49	21	226	false
OMIM:114550	Hepatocellular carcinoma	MGI:1278342	Lect2	Mouse	37		1	112	215	5	false
OMIM:600974	Deafness, autosomal recessive 7	MGI:2151016	Tmc1	Mouse	65		6	1	1	29	true
OMIM:601386	Deafness, autosomal recessive 12	MGI:1890219	Cdh23	Mouse	34		3	2	2	113	true
DOID:0050589	inflammatory bowel disease	ZFIN:ZDB-GENE-020515-2	lyz	Zebrafish			1	691	174	2	false
OMIM:209850	Autism	MGI:3775191	Nlgn4l	Mouse	31		1	12	5	4	true
DOID:14330	Parkinson's disease	ZFIN:ZDB-GENE-050417-109	park2	Zebrafish	30		1	283	121	5	false
DOID:0050564	autosomal dominant nonsyndromic deafness	ZFIN:ZDB-GENE-051012-1	bcl2a	Zebrafish			1	62	35	6	false
OMIM:143890	Hypercholesterolemia, Familial	MGI:96765	Ldlr	Mouse	39		7	3	10	74	true
OMIM:252920	mucopolysaccharidosis III	MGI:1351641	Naglu	Mouse	45		3	140	8	54	false
OMIM:605588	Charcot-Marie-Tooth Disease, Axonal, Type 2B1	MGI:96794	Lmna	Mouse	41		1	15	1	208	true
OMIM:125853	type 2 diabetes mellitus	MGI:96160	Hmga1	Mouse	43		2	473	168	30	false
OMIM:304120	Otopalatodigital syndrome type 2	MGI:95556	Flna	Mouse	42		1	86	1	45	true
OMIM:603285	Cerebral Cavernous Malformations 3	MGI:95387	Emx1	Mouse	47		1	5	1	5	true
OMIM:608649	Ichthyosis Prematurity Syndrome	MGI:1347347	Slc27a4	Mouse	52		1	2	1	44	true
OMIM:181500	Schizophrenia	MGI:2389173	Lrrtm1	Mouse	17		1	5	18	16	true
OMIM:211980	Lung Cancer	MGI:107799	Gadd45a	Mouse	19		1	1	16	39	true
OMIM:143465	Attention deficit hyperactivity disorder	MGI:101764	Cdk5r1	Mouse	40		1	2	4	39	true
OMIM:109100	Autoimmune Disease	MGI:1347244	Axl	Mouse			1	1	0	2	true
OMIM:606215	AVSD	MGI:4821832	avc6	Mouse			1	0	0	4	false
OMIM:605820	Nonaka myopathy	MGI:1354951	Gne	Mouse	16		1	7	1	29	true
OMIM:182000	Keratosis, Seborrheic	MGI:109284	Psen2	Mouse	34		1	16	2	6	false
OMIM:184700	PCOS1	MGI:104993	Lepr	Mouse	30		1	6	1	242	true
OMIM:600807	Asthma, susceptibility to	MGI:102672	Runx3	Mouse	31		1	1	13	93	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:1920989	Cby1	Mouse	29		1	1	0	33	true
DOID:4159	skin cancer	ZFIN:ZDB-GENE-000607-83	krt4	Zebrafish			1	326	52	3	false
OMIM:608404	Platelet glycoprotein IV deficiency	MGI:107899	Cd36	Mouse	42		1	5	1	77	true
OMIM:187500	Tetralogy of Fallot	MGI:1335082	Invs	Mouse	50		1	96	16	63	false
OMIM:166760	Otitis Media, Susceptibility to	MGI:96418	Idua	Mouse	23		1	1	0	98	true
OMIM:211600	Progressive intrahepatic cholestasis	MGI:97744	Por	Mouse	29		1	18	4	51	false
OMIM:137760	primary open angle glaucoma	MGI:1926562	Gucy1a3	Mouse	23		1	2	9	14	false
OMIM:125700	Neurohypophyseal diabetes insipidus	MGI:88121	Avp	Mouse	38		2	8	1	14	true
OMIM:143890	Hypercholesterolemia, Familial	MGI:103298	Apobec1	Mouse	44		1	3	10	7	true
OMIM:613751	Heterotaxy, visceral, 4, autosomal	MGI:87912	Acvr2b	Mouse	52		1	5	1	32	true
OMIM:155255	medulloblastoma	MGI:1095405	Ptch2	Mouse	40		2	52	46	15	false
OMIM:603896	Leukoencephalopathy With Vanishing White Matter	MGI:2446176	Eif2b5	Mouse	36		2	22	20	18	false
OMIM:264350	Pseudohypoaldosteronism, Type I, Autosomal Recessive	MGI:101782	Scnn1a	Mouse	26		1	14	3	8	true
OMIM:304800	Diabetes Insipidus, Nephrogenic, X-Linked	MGI:1329026	Clcnka	Mouse	45		1	15	1	2	true
OMIM:102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due to Adenosine Deaminase Deficiency	MGI:87916	Ada	Mouse	36		1	29	2	23	false
OMIM:181500	Schizophrenia	MGI:106065	Ppm1g	Mouse	24		1	5	18	2	true
OMIM:109100	Autoimmune Disease	MGI:96965	Mertk	Mouse	42		1	1	0	39	true
OMIM:222100	IDDM	MGI:101773	Cd86	Mouse	23		1	7	7	23	true
DOID:0050629	Aicardi-Goutieres syndrome	ZFIN:ZDB-GENE-090313-386	samhd1	Zebrafish	24		2	175	15	4	false
OMIM:305800	Membranoproliferative Glomerulonephritis, X-Linked	MGI:99607	Abca1	Mouse	45		1	4	0	54	true
OMIM:603075	Age-related macular degeneration 1	MGI:88476	Cp	Mouse			1	0	9	38	true
OMIM:127750	Dementia, Lewy Body	MGI:88256	Camk2a	Mouse	32		1	22	3	41	true
OMIM:612069	amyotrophic lateral sclerosis type 10	MGI:88256	Camk2a	Mouse	35		2	12	1	41	true
OMIM:605814	Neonatal intrahepatic cholestasis caused by citrin deficiency	MGI:1354721	Slc25a13	Mouse	51		1	10	1	7	true
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:1891915	Foxo4	Mouse			1	0	2	1	true
OMIM:236792	L-2-Hydroxyglutaric Aciduria	MGI:2384968	L2hgdh	Mouse	31		1	31	2	12	false
OMIM:115200	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	MGI:96794	Lmna	Mouse	44		2	6	2	208	true
OMIM:104300	Alzheimer Disease	MGI:88256	Camk2a	Mouse	22		7	5	14	41	true
OMIM:135150	Multiple fibrofolliculomas	MGI:2442184	Flcn	Mouse	37		2	25	1	32	true
DOID:349	systemic mastocytosis	ZFIN:ZDB-GENE-000329-3	actb2	Zebrafish	13		1	136	9	4	false
OMIM:220110	cytochrome-c oxidase deficiency disease	MGI:106362	Sco1	Mouse	35		1	92	18	18	true
OMIM:143465	Attention deficit hyperactivity disorder	MGI:1927140	Git1	Mouse	43		1	2	4	28	true
OMIM:119570	Cleft velum	MGI:98729	Tgfbr2	Mouse	41		1	1	0	140	true
OMIM:607084	Deafness, Autosomal Recessive 31	MGI:2682003	Whrn	Mouse	48		1	1	1	59	true
OMIM:604218	familial encephalopathy with neuroserpin inclusion bodies	MGI:1194506	Serpini1	Mouse	21		1	12	1	4	true
OMIM:214150	COFS syndrome	MGI:103557	Xpc	Mouse	27		1	127	9	11	false
